id,name,description,longitude,latitude,image_url,article_url,source,source_url
Q132508524,লালন মিউজিয়াম,কুষ্টিয়ার জাদুঘর,89.152435,23.895904,http://commons.wikimedia.org/wiki/Special:FilePath/Lalon%20museum%2C%20kushtia.jpeg,,Wikidata,http://www.wikidata.org/entity/Q132508524
Q61361293,লোকায়ন জীবন বৈচিত্র্য জাদুঘর,বাংলাদেশের ঠাকুরগাঁও জেলায় অবস্থিত একটি জাদুঘর,88.452495,26.062172,,,Wikidata,http://www.wikidata.org/entity/Q61361293
Q31724137,গালুয়া পাকা মসজিদ,বাংলাদেশের ঝালকাঠি জেলার একটি প্রাচীন মসজিদ ও প্রত্নতাত্ত্বিক স্থাপনা,90.1127349,22.5132778,http://commons.wikimedia.org/wiki/Special:FilePath/Galua%20Paka%20Masjid%2C%20Jhalokathi.jpg,https://en.wikipedia.org/wiki/Galua_Paka_Mosque,Wikidata,http://www.wikidata.org/entity/Q31724137
Q118465616,কুষ্টিয়া পৌর জাদুঘর,কুষ্টিয়া শহরে অবস্থিত বাংলাদেশের জাদুঘর,89.1222665,23.910298,http://commons.wikimedia.org/wiki/Special:FilePath/Kushtia%20Municipal%20Museum.jpg,https://en.wikipedia.org/wiki/Kushtia_Municipal_Museum,Wikidata,http://www.wikidata.org/entity/Q118465616
Q118464890,কাঙ্গাল হরিনাথ স্মৃতি জাদুঘর,জাদুঘর,89.2368468,23.8558946,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%95%E0%A6%BE%E0%A6%99%E0%A6%BE%E0%A6%B2%E0%A6%B9%E0%A6%B0%E0%A6%BF%E0%A6%A8%E0%A6%BE%E0%A6%A5%20%E0%A6%9C%E0%A6%BE%E0%A6%A6%E0%A7%81%E0%A6%98%E0%A6%B0%E0%A7%A7.jpg,https://en.wikipedia.org/wiki/Kangal_Harinath_Memorial_Museum,Wikidata,http://www.wikidata.org/entity/Q118464890
Q55232192,ঢাকা নগর জাদুঘর,ঢাকার দক্ষিণ সিটি করপোরেশন কার্যালয় ভবনে অবস্থিত জাদুঘর,90.4085,23.7239,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%A8%E0%A6%97%E0%A6%B0%20%E0%A6%AD%E0%A6%AC%E0%A6%A8%20Nagar%20Bhaban.jpg,https://en.wikipedia.org/wiki/Dhaka_City_Museum,Wikidata,http://www.wikidata.org/entity/Q55232192
Q118581479,আদালত ভবন জাদুঘর,চট্টগ্রামে অবস্থিত জাদুঘর,91.8322723,22.3347084,,,Wikidata,http://www.wikidata.org/entity/Q118581479
Q3350313,সোনারগাঁও,বাংলাদেশের একটি ঐতিহাসিক স্থান ও পর্যটন এলাকা,90.616666666,23.65,http://commons.wikimedia.org/wiki/Special:FilePath/Lok%20Shilpa%20Jadughar%20%28Folk%20Arts%20Museum%29%20in%20Sonargaon%2C%20Bangladesh.jpg,https://en.wikipedia.org/wiki/Sonargaon,Wikidata,http://www.wikidata.org/entity/Q3350313
Q31724140,সরকার মঠ,বাংলাদেশের বরিশাল জেলার অবস্থিত একটি প্রত্নতাত্ত্বিক স্থাপনা,90.245944444,22.923694444,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%B8%E0%A6%B0%E0%A6%95%E0%A6%BE%E0%A6%B0%20%E0%A6%AE%E0%A6%A0%201.jpg,https://en.wikipedia.org/wiki/Mahilara_Sarkar_Math,Wikidata,http://www.wikidata.org/entity/Q31724140
Q61366267,বাগেরহাট জাদুঘর,বাংলাদেশের বাগেরহাট জেলায় অবস্থিত একটি জাদুঘর,89.6728088,22.6735363,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%90%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95%20%E0%A6%AC%E0%A6%BE%E0%A6%97%E0%A7%87%E0%A6%B0%E0%A6%B9%E0%A6%BE%E0%A6%9F%20%E0%A6%9C%E0%A6%BE%E0%A6%A6%E0%A7%81%E0%A6%98%E0%A6%B0%2001.jpg,,Wikidata,http://www.wikidata.org/entity/Q61366267
Q82864520,ঢাকা বিভাগের প্রত্নতাত্ত্বিক স্থান,ঢাকা বিভাগে অবস্থিত প্রত্নতাত্ত্বিক স্থাপনা,90.416667,24.166667,,,Wikidata,http://www.wikidata.org/entity/Q82864520
Q7969421,উয়ারী-বটেশ্বর,খ্রিস্টপূর্ব ৪৫০ সালের একটি প্রত্নতাত্ত্বিক স্থান,90.7176492,23.9192671,http://commons.wikimedia.org/wiki/Special:FilePath/Archeologists%20taking%20measurement%20for%20a%20new%20dig%200102.jpg,https://en.wikipedia.org/wiki/Wari-Bateshwar_ruins,Wikidata,http://www.wikidata.org/entity/Q7969421
Q7969421,উয়ারী-বটেশ্বর,খ্রিস্টপূর্ব ৪৫০ সালের একটি প্রত্নতাত্ত্বিক স্থান,90.7176492,23.9192671,http://commons.wikimedia.org/wiki/Special:FilePath/Wari-Boteshwar%20Excavation%20053.jpg,https://en.wikipedia.org/wiki/Wari-Bateshwar_ruins,Wikidata,http://www.wikidata.org/entity/Q7969421
Q7395716,সাত গম্বুজ মসজিদ,বাংলাদেশের ঢাকার একটি মসজিদ,90.35895556,23.75773611,http://commons.wikimedia.org/wiki/Special:FilePath/Sat%20Gambuj%20Mosque%2C%20Dhaka.jpg,https://en.wikipedia.org/wiki/Sat_Gambuj_Mosque,Wikidata,http://www.wikidata.org/entity/Q7395716
Q76648704,খানবাড়ি পুরাতন জামে মসজিদ,বাংলাদেশের ঝালকাঠি জেলার একটি প্রাচীন মসজিদ ও প্রত্নতাত্ত্বিক স্থাপনা,90.0698174,22.5999773,http://commons.wikimedia.org/wiki/Special:FilePath/Khanbari%20Old%20Jami%20Mosque%2C%20Jhalakathi.jpg,https://en.wikipedia.org/wiki/Khanbari_Old_Jame_Mosque_Complex,Wikidata,http://www.wikidata.org/entity/Q76648704
Q31724458,পল্লী কবি জসীম উদ্দীন সংগ্রহশালা,বাংলাদেশের জাদুঘর,89.819711,23.612208,http://commons.wikimedia.org/wiki/Special:FilePath/Jasimuddin%20Museum%20Faridpur.jpg,,Wikidata,http://www.wikidata.org/entity/Q31724458
Q76529966,শ্রীরামপুর মসজিদ,বাংলাদেশের পটুয়াখালী জেলার একটি প্রাচীন মসজিদ ও প্রত্নতাত্ত্বিক স্থাপনা,90.373028,22.422444,,,Wikidata,http://www.wikidata.org/entity/Q76529966
Q118465114,ফরিদপুর জাদুঘর,বাংলাদেশের জাদুঘর,89.84236,23.60526,http://commons.wikimedia.org/wiki/Special:FilePath/Alimuzzaman%20hall.jpg,,Wikidata,http://www.wikidata.org/entity/Q118465114
Q107272982,বাঘা জাদুঘর,রাজশাহী জেলার একটি জাদুঘর,88.839472222,24.198055555,http://commons.wikimedia.org/wiki/Special:FilePath/Bagha%20Museum.jpg,https://en.wikipedia.org/wiki/Bagha_Museum,Wikidata,http://www.wikidata.org/entity/Q107272982
Q122360787,জুম জাদুঘর,রাঙামাটিতে অবস্থিত জাদুঘর,92.237214,22.693433,http://commons.wikimedia.org/wiki/Special:FilePath/Jum%20Museum%2C%20Rangamati%2002.jpg,,Wikidata,http://www.wikidata.org/entity/Q122360787
Q1496277,গৌড়,প্রাচীন শহর,88.12802887,24.88288116,http://commons.wikimedia.org/wiki/Special:FilePath/Entry%20gate%20at%20Gaur%2C%20Malda..jpg,https://en.wikipedia.org/wiki/Gau%E1%B8%8Da_(city),Wikidata,http://www.wikidata.org/entity/Q1496277
Q31724129,কমলাপুর মসজিদ,বাংলাদেশের বরিশাল জেলার অবস্থিত একটি প্রাচীন মসজিদ ও প্রত্নতাত্ত্বিক স্থাপনা,90.2228332,23.0476158,http://commons.wikimedia.org/wiki/Special:FilePath/Kamalapur%20Mosque%2C%20July%202018%2002.jpg,https://en.wikipedia.org/wiki/Kamalapur_Mosque,Wikidata,http://www.wikidata.org/entity/Q31724129
Q3085127,মহাস্থানগড়,প্রসিদ্ধ প্রাচীন নগরী,89.34277778,24.96111111,http://commons.wikimedia.org/wiki/Special:FilePath/BD%20Mahasthangarh1%20without%20people.jpg,https://en.wikipedia.org/wiki/Mahasthangarh,Wikidata,http://www.wikidata.org/entity/Q3085127
Q118463772,লোকঐতিহ্য জাদুঘর,জাদুঘর,90.3968298,23.7300175,,,Wikidata,http://www.wikidata.org/entity/Q118463772
Q61360139,পানি জাদুঘর,Museum in Bangladesh,90.1747526,21.9485049,,https://en.wikipedia.org/wiki/Water_Museum_(Bangladesh),Wikidata,http://www.wikidata.org/entity/Q61360139
Q131859302,মাদারীপুর মিউজিয়াম,বাংলাদেশের মাদারীপুর জেলায় অবস্থিত একটি জাদুঘর,90.208880555,23.166661111,http://commons.wikimedia.org/wiki/Special:FilePath/Madaripur%20Museum.jpg,,Wikidata,http://www.wikidata.org/entity/Q131859302
Q31724128,কসবা মসজিদ,বাংলাদেশের বরিশাল জেলায় অবস্থিত একটি প্রাচীন মসজিদ ও প্রত্নতাত্ত্বিক স্থাপনা,91.1474309,23.7479365,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%95%E0%A6%B8%E0%A6%AC%E0%A6%BE%20%E0%A6%AE%E0%A6%B8%E0%A6%9C%E0%A6%BF%E0%A6%A6%2036.jpg,https://en.wikipedia.org/wiki/Qasba_Mosque,Wikidata,http://www.wikidata.org/entity/Q31724128
Q31724627,নসরত গাজীর মসজিদ,বাংলাদেশের বরিশাল জেলার অবস্থিত একটি প্রাচীন মসজিদ ও প্রত্নতাত্ত্বিক স্থাপনা,90.439972,22.552611,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%A8%E0%A6%B8%E0%A6%B0%E0%A6%A4%20%E0%A6%97%E0%A6%BE%E0%A6%9C%E0%A7%80%E0%A6%B0%20%E0%A6%AE%E0%A6%B8%E0%A6%9C%E0%A6%BF%E0%A6%A6%20%E0%A6%AD%E0%A6%AC%E0%A6%A8.jpg,https://en.wikipedia.org/wiki/Nasrat_Gazi_Mosque,Wikidata,http://www.wikidata.org/entity/Q31724627
Q135911977,"বাংলাদেশ পুলিশ জাদুঘর, হাতিবান্ধা",বাংলাদেশের জাদুঘর,89.140974,26.124062,,,Wikidata,http://www.wikidata.org/entity/Q135911977
Q7260091,পুন্ড্রনগর,also named as Paharpur,89.34583333,24.96277778,,https://en.wikipedia.org/wiki/Pundranagar,Wikidata,http://www.wikidata.org/entity/Q7260091
Q61364833,উত্তরা গণভবন সংগ্রহশালা,নাটোর জেলার একটি জাদুঘর,88.99111111,24.42,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A6%BE%20%E0%A6%97%E0%A6%A3%E0%A6%AD%E0%A6%AC%E0%A6%A8%20%E0%A6%B8%E0%A6%82%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%B9%E0%A6%B6%E0%A6%BE%E0%A6%B2%E0%A6%BE%20%28%E0%A6%AE%E0%A7%82%E0%A6%B2%20%E0%A6%AB%E0%A6%9F%E0%A6%95%29.jpg,,Wikidata,http://www.wikidata.org/entity/Q61364833
Q130242130,জুলাই গণঅভ্যুত্থান স্মৃতি জাদুঘর,বাংলাদেশের একটি জাদুঘর,90.374,23.765211111,http://commons.wikimedia.org/wiki/Special:FilePath/July%20Memorial%20museum.jpg,https://en.wikipedia.org/wiki/July_Mass_Uprising_Memorial_Museum,Wikidata,http://www.wikidata.org/entity/Q130242130
Q2667438,খান মোহাম্মদ মৃধা মসজিদ,বাংলাদেশের ঢাকা শহরে আতশখানায় অবস্থিত ১৭০৬ সালে নির্মিত প্রাচীন মসজিদ,90.385252,23.720577,http://commons.wikimedia.org/wiki/Special:FilePath/Khan%20Mohammad%20Mirdhas%20Mosque%20Dome%20by%20Ragib%20Hasan.jpg,https://en.wikipedia.org/wiki/Khan_Mohammad_Mridha_Mosque,Wikidata,http://www.wikidata.org/entity/Q2667438
Q76505468,বরিশাল বিভাগের প্রত্নতাত্ত্বিক স্থান,বরিশাল বিভাগে অবস্থিত প্রত্নতাত্ত্বিক স্থাপনা,90.333333,22.5,,,Wikidata,http://www.wikidata.org/entity/Q76505468
Q61360286,বরিশাল বিভাগীয় জাদুঘর,"বরিশালের একটি জাদুঘর, বাংলাদেশ",90.372472222,22.701694444,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%95%E0%A6%BE%E0%A6%B2%E0%A7%87%E0%A6%95%E0%A7%8D%E0%A6%9F%E0%A6%B0%E0%A7%87%E0%A6%9F%20%E0%A6%AD%E0%A6%AC%E0%A6%A8.jpg,https://en.wikipedia.org/wiki/Barisal_Divisional_Museum,Wikidata,http://www.wikidata.org/entity/Q61360286
Q31724132,বিবি চিনি মসজিদ,বাংলাদেশের বরগুনা জেলার অবস্থিত একটি প্রাচীন মসজিদ ও প্রত্নতাত্ত্বিক স্থাপনা,90.1942966,22.4736225,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%AC%E0%A6%BF%E0%A6%AC%E0%A6%BF%20%E0%A6%9A%E0%A6%BF%E0%A6%A8%E0%A6%BF%20%E0%A6%90%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95%20%E0%A6%B6%E0%A6%BE%E0%A6%B9%E0%A7%80%20%E0%A6%AE%E0%A6%B8%E0%A6%9C%E0%A6%BF%E0%A6%A6.jpg,https://en.wikipedia.org/wiki/Bibi_Chini_Mosque,Wikidata,http://www.wikidata.org/entity/Q31724132
Q134547661,মণিপুরি জাদুঘর,বাংলাদেশের মৌলভীবাজারের অবস্থিত একটি জাতিগত জাদুঘর,90.5345586,23.3094183,,,Wikidata,http://www.wikidata.org/entity/Q134547661
Q25587967,কড়াপুর মিয়াবাড়ি মসজিদ,বাংলাদেশের বরিশাল জেলার অবস্থিত একটি প্রাচীন মসজিদ ও প্রত্নতাত্ত্বিক স্থাপনা,90.2888953,22.7244352,http://commons.wikimedia.org/wiki/Special:FilePath/Mia-Bari-Mosque-33-01.jpg,https://en.wikipedia.org/wiki/Karapur_Miah_Bari_Mosque,Wikidata,http://www.wikidata.org/entity/Q25587967
Q118459560,ময়নামতি জাদুঘর,,91.13719,23.4236,http://commons.wikimedia.org/wiki/Special:FilePath/Maynamaiti%20museum.jpg,,Wikidata,http://www.wikidata.org/entity/Q118459560
Q61366267,বাগেরহাট জাদুঘর,বাংলাদেশের বাগেরহাট জেলায় অবস্থিত একটি জাদুঘর,89.742777777,22.673333333,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%90%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95%20%E0%A6%AC%E0%A6%BE%E0%A6%97%E0%A7%87%E0%A6%B0%E0%A6%B9%E0%A6%BE%E0%A6%9F%20%E0%A6%9C%E0%A6%BE%E0%A6%A6%E0%A7%81%E0%A6%98%E0%A6%B0%2001.jpg,,Wikidata,http://www.wikidata.org/entity/Q61366267
Q61366413,এশিয়াটিক সোসাইটি ঐতিহ্য জাদুঘর,ঢাকা শহরে অবস্থিত একটি জাদুঘর,90.402480885,23.724462003,http://commons.wikimedia.org/wiki/Special:FilePath/Asiatic%20Society%20Heritage%20Museum.jpg,,Wikidata,http://www.wikidata.org/entity/Q61366413
Q118455517,পাহাড়পুর প্রত্নতাত্ত্বিক জাদুঘর,বাংলাদেশের জাদুঘর,88.980573522,25.031032165,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%AA%E0%A6%BE%E0%A6%B9%E0%A6%BE%E0%A6%A1%E0%A6%BC%E0%A6%AA%E0%A7%81%E0%A6%B0%20%E0%A6%AC%E0%A7%8C%E0%A6%A6%E0%A7%8D%E0%A6%A7%20%E0%A6%AC%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B0%20%E0%A6%8F%E0%A6%B0%20%E0%A6%9C%E0%A6%BE%E0%A6%A6%E0%A7%81%E0%A6%98%E0%A6%B0.jpg,https://en.wikipedia.org/wiki/Paharpur_Archaeological_Museum,Wikidata,http://www.wikidata.org/entity/Q118455517
Q7395716,সাত গম্বুজ মসজিদ,বাংলাদেশের ঢাকার একটি মসজিদ,90.358956,23.757736,http://commons.wikimedia.org/wiki/Special:FilePath/Sat%20Gambuj%20Mosque%2C%20Dhaka.jpg,https://en.wikipedia.org/wiki/Sat_Gambuj_Mosque,Wikidata,http://www.wikidata.org/entity/Q7395716
Q118115045,"মৎস্য জাদুঘর, সিভাসু",চট্টগ্রাম জেলার একটি মৎস্য জাদুঘর,91.808525,22.361916666,http://commons.wikimedia.org/wiki/Special:FilePath/Fisheries%20Museum%20%28cropped%29.jpg,,Wikidata,http://www.wikidata.org/entity/Q118115045
Q25587690,রহনপুর অষ্টভুজী সমাধিসৌধ,বাংলার মুসলিম স্থাপত্যের ইতিহাসে সর্বপ্রথম অষ্টভূজি ভবনের নিদর্শন,88.334647,24.82499,http://commons.wikimedia.org/wiki/Special:FilePath/Rohanpur%20Octagonal%20Tomb%2004.jpg,,Wikidata,http://www.wikidata.org/entity/Q25587690
Q31724363,লতিকোট মুড়া,বাংলাদেশের কুমিল্লায় অবস্থিত প্রত্নতাত্ত্বিক স্থান,91.1292985,23.4386692,http://commons.wikimedia.org/wiki/Special:FilePath/Lotikot%20Mura%2C%20Comilla%20%283%29.jpg,,Wikidata,http://www.wikidata.org/entity/Q31724363
Q27215430,নীহাররঞ্জন গুপ্তের বাড়ি,বাংলাদেশের নড়াইল জেলায় অবস্থিত একটি প্রত্নতাত্ত্বিক নিদর্শন,89.691305555,23.156388888,,,Wikidata,http://www.wikidata.org/entity/Q27215430
Q138732335,গোরার মসজিদ,বাংলাদেশের মসজিদ,89.142077,23.303145,http://commons.wikimedia.org/wiki/Special:FilePath/Gorar%20Mosque.jpg,https://en.wikipedia.org/wiki/Gorar_Mosque,Wikidata,http://www.wikidata.org/entity/Q138732335
Q26962476,রূপবান মুড়া,বাংলাদেশের কুমিল্লা জেলার লালমাই-ময়নামতি প্রত্নস্থলের প্রাচীন সভ্যতার একটি নিদর্শন,91.1272667,23.4363243,http://commons.wikimedia.org/wiki/Special:FilePath/Rupban%20Mura%2C%20Comilla%2011%20September%202016%2004.jpg,,Wikidata,http://www.wikidata.org/entity/Q26962476
Q31724582,চন্ডীমুড়া,বাংলাদেশের কুমিল্লা জেলার একটি প্রত্নস্থান,91.1295573,23.3532667,http://commons.wikimedia.org/wiki/Special:FilePath/Chondimura%20temple%20%2812%29.jpg,,Wikidata,http://www.wikidata.org/entity/Q31724582
Q27216220,"কৃষ্ণপুর গোবিন্দ মন্দির, পুঠিয়া",রাজশাহীর অন্যতম প্রত্নতাত্বিক স্থাপনা হিসেবে বিবেচিত,88.835037,24.362401,http://commons.wikimedia.org/wiki/Special:FilePath/Krishnapur%20Givinda%20Temple%2C%20Puthia%2001.jpg,,Wikidata,http://www.wikidata.org/entity/Q27216220
Q27216220,"কৃষ্ণপুর গোবিন্দ মন্দির, পুঠিয়া",রাজশাহীর অন্যতম প্রত্নতাত্বিক স্থাপনা হিসেবে বিবেচিত,88.835037,24.362401,http://commons.wikimedia.org/wiki/Special:FilePath/Krishnapur%20Givinda%20Temple%2C%20Puthia%2003.jpg,,Wikidata,http://www.wikidata.org/entity/Q27216220
Q27216220,"কৃষ্ণপুর গোবিন্দ মন্দির, পুঠিয়া",রাজশাহীর অন্যতম প্রত্নতাত্বিক স্থাপনা হিসেবে বিবেচিত,88.835037,24.362401,http://commons.wikimedia.org/wiki/Special:FilePath/Krishnapur%20Givinda%20Temple%2C%20Puthia%2004.jpg,,Wikidata,http://www.wikidata.org/entity/Q27216220
Q27216220,"কৃষ্ণপুর গোবিন্দ মন্দির, পুঠিয়া",রাজশাহীর অন্যতম প্রত্নতাত্বিক স্থাপনা হিসেবে বিবেচিত,88.835037,24.362401,http://commons.wikimedia.org/wiki/Special:FilePath/Krishnapur%20Givinda%20Temple%2C%20Puthia%2005.jpg,,Wikidata,http://www.wikidata.org/entity/Q27216220
Q20824023,কোদলা মঠ,বাংলাদেশের বাগেরহাট জেলায় অবস্থিত একটি মঠ,89.772442114,22.741979249,http://commons.wikimedia.org/wiki/Special:FilePath/Kodla%20Moth%20Front%20View.jpg,,Wikidata,http://www.wikidata.org/entity/Q20824023
Q27215340,ঝাউদিয়া শাহী মসজিদ,কুষ্টিয়া জেলায় অবস্থিত শাহী মসজিদ ও বাংলাদেশর অন্যতম একটি প্রত্নতাত্ত্বিক নির্দশন,89.0551724,23.7749758,http://commons.wikimedia.org/wiki/Special:FilePath/Kushtia%20Jhadia%20IMG%206644.jpg,https://en.wikipedia.org/wiki/Jhaudia_Shahi_Mosque,Wikidata,http://www.wikidata.org/entity/Q27215340
Q6736254,ময়নামতি,কুমিল্লায় অবস্থিত ঐতিহাসিক স্থান,91.1378,23.4261,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%AE%E0%A6%AF%E0%A6%BC%E0%A6%A8%E0%A6%BE%E0%A6%AE%E0%A6%A4%E0%A6%BF%20%E0%A6%B0%E0%A6%BE%E0%A6%A3%E0%A7%80%E0%A6%B0%20%E0%A6%95%E0%A7%81%E0%A6%A0%E0%A6%BF%E0%A6%B0%20%28Maynamati%20Ranir%20Kuthir%29.jpg,https://en.wikipedia.org/wiki/Mainamati,Wikidata,http://www.wikidata.org/entity/Q6736254
Q13057582,কুটিলা মুড়া,বাংলাদেশের কুমিল্লা জেলার প্রত্নস্থল,91.1213082,23.4609286,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%95%E0%A7%8B%E0%A6%9F%E0%A6%BF%E0%A6%B2%E0%A6%BE%20%E0%A6%AE%E0%A7%81%E0%A6%A1%E0%A6%BC%E0%A6%BE%20%E0%A7%A7.png,https://en.wikipedia.org/wiki/Kutila_Mura,Wikidata,http://www.wikidata.org/entity/Q13057582
Q6122067,জগদ্দল বিহার,বাংলাদেশের নওগাঁ জেলার একটি প্রাচীন প্রত্নতাত্ত্বিক স্থান।,88.8875,25.158889,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%AC%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B0%20%E0%A6%9A%E0%A6%BE%E0%A6%B0%20%E0%A6%95%E0%A7%8B%E0%A6%A3%E0%A7%87%20%E0%A6%AA%E0%A6%A6%E0%A7%8D%E0%A6%AE%20%E0%A6%AB%E0%A7%81%E0%A6%B2%E0%A7%87%E0%A6%B0%20%E0%A6%AA%E0%A6%BE%E0%A6%AA%E0%A6%A1%E0%A6%BC%E0%A6%BF%E0%A6%B0%20%E0%A6%AE%E0%A6%A4%E0%A7%8B%20%E0%A6%A8%E0%A6%95%E0%A6%B6%E0%A6%BE%20%E0%A6%95%E0%A6%B0%E0%A6%BE%20%E0%A6%9B%E0%A6%BF%E0%A6%B2.jpg,https://en.wikipedia.org/wiki/Jagaddala_Mahavihara,Wikidata,http://www.wikidata.org/entity/Q6122067
Q27126763,চাপড়াকোট ঢিবি,রংপুর জেলার বদরগঞ্জ উপজেলাস্থ একটি প্রাচীন কীর্তি,89.083984,25.597336,http://commons.wikimedia.org/wiki/Special:FilePath/CHAPRAKOT%20MOUND%289%29.jpg,,Wikidata,http://www.wikidata.org/entity/Q27126763
Q101413636,নাটেশ্বর,বাংলাদেশের প্রত্নতাত্ত্বিক স্থান,90.469358,23.53168,,https://en.wikipedia.org/wiki/Nateshwar_Deul,Wikidata,http://www.wikidata.org/entity/Q101413636
Q38079954,আড়িফাইল মাজার,বাংলাদেশের ব্রাহ্মণবাড়ীয়া জেলার একটি প্রত্নতাত্ত্বিক স্থান।,91.1067563,24.0693838,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%9C%E0%A7%8B%E0%A6%A1%E0%A6%BC%E0%A6%BE%E0%A6%95%E0%A6%AC%E0%A6%B0.jpg,,Wikidata,http://www.wikidata.org/entity/Q38079954
Q31724215,বলিহার রাজবাড়ী,বাংলাদেশের প্রত্নতাত্ত্বিক স্থাপনা,88.808594055,24.846767991,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%AC%E0%A6%B2%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B0%20%E0%A6%9C%E0%A6%AE%E0%A6%BF%E0%A6%A6%E0%A6%BE%E0%A6%B0%20%E0%A6%AC%E0%A6%BE%E0%A6%A1%E0%A6%BC%E0%A7%80%20%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A7%87%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%B0%E0%A7%80%20%E0%A6%A6%E0%A7%87%E0%A6%AC%E0%A7%80%E0%A6%B0%20%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%BF%E0%A6%B0.jpg,,Wikidata,http://www.wikidata.org/entity/Q31724215
Q138732335,গোরার মসজিদ,বাংলাদেশের মসজিদ,89.142077,23.303145,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%97%E0%A7%8B%E0%A6%A1%E0%A6%BC%E0%A6%BE%E0%A6%B0%20%E0%A6%AE%E0%A6%B8%E0%A6%9C%E0%A6%BF%E0%A6%A6-03.jpg,https://en.wikipedia.org/wiki/Gorar_Mosque,Wikidata,http://www.wikidata.org/entity/Q138732335
Q27215228,এগারো শিব মন্দির,বাংলাদেশের যশোর জেলায় অবস্থিত প্রাচীন মন্দির ও প্রত্নতাত্ত্বিক স্থাপনা,89.433234,23.009747,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%8F%E0%A6%97%E0%A6%BE%E0%A6%B0%E0%A7%8B%20%E0%A6%B6%E0%A6%BF%E0%A6%AC%20%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%BF%E0%A6%B0%E0%A7%87%E0%A6%B0%20%E0%A6%95%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%95%E0%A6%9F%E0%A7%80%20%E0%A6%AE%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%BF%E0%A6%B0-%E0%A7%A8.jpg,,Wikidata,http://www.wikidata.org/entity/Q27215228
Q16345035,ইটাখোলা মুড়া,বাংলাদেশের কুমিল্লা জেলার একটি প্রত্নস্থান।,91.1271622,23.4388217,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%87%E0%A6%9F%E0%A6%BE%E0%A6%96%E0%A7%8B%E0%A6%B2%E0%A6%BE%20%E0%A6%AE%E0%A7%81%E0%A6%A1%E0%A6%BC%E0%A6%BE112312.jpg,,Wikidata,http://www.wikidata.org/entity/Q16345035
Q27215504,মসজিদকুঁড় মসজিদ,খুলনা জেলার কয়রা উপজেলায় অবস্থিত বাংলাদেশের অন্যতম একটি প্রত্নতাত্ত্বিক নিদর্শন ও দর্শনীয় স্থান,89.285527777,22.478888888,http://commons.wikimedia.org/wiki/Special:FilePath/Mosjid%20Kur%27s%20Back%20View.jpg,https://en.wikipedia.org/wiki/Masjidkur_Mosque,Wikidata,http://www.wikidata.org/entity/Q27215504
Q13058532,পানাম নগর,নারায়ণগঞ্জ জেলার সোনারগাঁতে অবস্থিত ঐতিহ্যবাহী প্রাচীন শহর,90.6032983,23.6558359,http://commons.wikimedia.org/wiki/Special:FilePath/Panam%20City%2004.jpg,https://en.wikipedia.org/wiki/Panam_Nagar,Wikidata,http://www.wikidata.org/entity/Q13058532
